NTCIR11-Math-1	1	1304.6518_1_7	1	1.0	MCAT_dep-rerank
NTCIR11-Math-1	1	1304.6518_1_8	2	0.5	MCAT_dep-rerank
NTCIR11-Math-1	1	0709.2838_1_82	3	0.3333333333333333	MCAT_dep-rerank
NTCIR11-Math-1	1	0803.2751_1_11	4	0.25	MCAT_dep-rerank
NTCIR11-Math-1	1	solv-int9606005_1_4	5	0.2	MCAT_dep-rerank
NTCIR11-Math-1	1	math0410244_1_18	6	0.16666666666666666	MCAT_dep-rerank
NTCIR11-Math-1	1	0804.2558_1_4	7	0.14285714285714285	MCAT_dep-rerank
NTCIR11-Math-1	1	math9912095_1_48	8	0.125	MCAT_dep-rerank
NTCIR11-Math-1	1	math0510302_1_13	9	0.1111111111111111	MCAT_dep-rerank
NTCIR11-Math-1	1	math0510302_1_14	10	0.1	MCAT_dep-rerank
NTCIR11-Math-1	1	math-ph0503001_1_75	11	0.09090909090909091	MCAT_dep-rerank
NTCIR11-Math-1	1	math9910086_1_170	12	0.08333333333333333	MCAT_dep-rerank
NTCIR11-Math-1	1	math0512368_1_54	13	0.07692307692307693	MCAT_dep-rerank
NTCIR11-Math-1	1	math0512368_1_53	14	0.07142857142857142	MCAT_dep-rerank
NTCIR11-Math-1	1	0809.3303_1_65	15	0.06666666666666667	MCAT_dep-rerank
NTCIR11-Math-1	1	0906.0545_1_32	16	0.0625	MCAT_dep-rerank
NTCIR11-Math-1	1	0908.3173_1_11	17	0.058823529411764705	MCAT_dep-rerank
NTCIR11-Math-1	1	hep-th0012008_1_10	18	0.05555555555555555	MCAT_dep-rerank
NTCIR11-Math-1	1	math9912013_1_60	19	0.05263157894736842	MCAT_dep-rerank
NTCIR11-Math-1	1	math0502282_1_86	20	0.05	MCAT_dep-rerank
NTCIR11-Math-1	1	1106.3769_1_124	21	0.047619047619047616	MCAT_dep-rerank
NTCIR11-Math-1	1	math9908168_1_131	22	0.045454545454545456	MCAT_dep-rerank
NTCIR11-Math-1	1	math9912013_1_61	23	0.043478260869565216	MCAT_dep-rerank
NTCIR11-Math-1	1	1102.4584_1_99	24	0.041666666666666664	MCAT_dep-rerank
NTCIR11-Math-1	1	1102.4584_1_12	25	0.04	MCAT_dep-rerank
NTCIR11-Math-1	1	math0612245_1_255	26	0.038461538461538464	MCAT_dep-rerank
NTCIR11-Math-1	1	math0612245_1_341	27	0.037037037037037035	MCAT_dep-rerank
NTCIR11-Math-1	1	1401.3403_1_31	28	0.03571428571428571	MCAT_dep-rerank
NTCIR11-Math-1	1	math0010224_1_83	29	0.034482758620689655	MCAT_dep-rerank
NTCIR11-Math-1	1	1106.3769_1_125	30	0.03333333333333333	MCAT_dep-rerank
NTCIR11-Math-1	1	1008.4186_1_161	31	0.03225806451612903	MCAT_dep-rerank
NTCIR11-Math-1	1	hep-th0101227_1_43	32	0.03125	MCAT_dep-rerank
NTCIR11-Math-1	1	math0510255_1_48	33	0.030303030303030304	MCAT_dep-rerank
NTCIR11-Math-1	1	alg-geom9607016_1_23	34	0.029411764705882353	MCAT_dep-rerank
NTCIR11-Math-1	1	hep-th0012008_1_11	35	0.02857142857142857	MCAT_dep-rerank
NTCIR11-Math-1	1	math0604306_1_26	36	0.027777777777777776	MCAT_dep-rerank
NTCIR11-Math-1	1	0705.1177_1_15	37	0.02702702702702703	MCAT_dep-rerank
NTCIR11-Math-1	1	math0507295_1_23	38	0.02631578947368421	MCAT_dep-rerank
NTCIR11-Math-1	1	math9909121_1_83	39	0.02564102564102564	MCAT_dep-rerank
NTCIR11-Math-1	1	math0010224_1_81	40	0.025	MCAT_dep-rerank
NTCIR11-Math-1	1	1203.2046_1_105	41	0.024390243902439025	MCAT_dep-rerank
NTCIR11-Math-1	1	1203.2046_1_99	42	0.023809523809523808	MCAT_dep-rerank
NTCIR11-Math-1	1	0705.3084_1_73	43	0.023255813953488372	MCAT_dep-rerank
NTCIR11-Math-1	1	1305.2611_1_176	44	0.022727272727272728	MCAT_dep-rerank
NTCIR11-Math-1	1	1103.2493_1_27	45	0.022222222222222223	MCAT_dep-rerank
NTCIR11-Math-1	1	math9809082_1_92	46	0.021739130434782608	MCAT_dep-rerank
NTCIR11-Math-1	1	0901.4161_1_60	47	0.02127659574468085	MCAT_dep-rerank
NTCIR11-Math-1	1	1212.0623_1_81	48	0.020833333333333332	MCAT_dep-rerank
NTCIR11-Math-1	1	math0408382_1_77	49	0.02040816326530612	MCAT_dep-rerank
NTCIR11-Math-1	1	0707.1946_1_59	50	0.02	MCAT_dep-rerank
NTCIR11-Math-1	1	math9908168_1_40	51	0.0196078431372549	MCAT_dep-rerank
NTCIR11-Math-1	1	hep-th0305070_1_48	52	0.019230769230769232	MCAT_dep-rerank
NTCIR11-Math-1	1	math0407383_1_102	53	0.018867924528301886	MCAT_dep-rerank
NTCIR11-Math-1	1	math0301030_1_96	54	0.018518518518518517	MCAT_dep-rerank
NTCIR11-Math-1	1	1108.5448_1_78	55	0.01818181818181818	MCAT_dep-rerank
NTCIR11-Math-1	1	1309.0074_1_53	56	0.017857142857142856	MCAT_dep-rerank
NTCIR11-Math-1	1	math0108056_1_76	57	0.017543859649122806	MCAT_dep-rerank
NTCIR11-Math-1	1	math0107085_1_28	58	0.017241379310344827	MCAT_dep-rerank
NTCIR11-Math-1	1	0705.4054_1_90	59	0.01694915254237288	MCAT_dep-rerank
NTCIR11-Math-1	1	0812.0019_1_45	60	0.016666666666666666	MCAT_dep-rerank
NTCIR11-Math-1	1	1002.0391_1_128	61	0.01639344262295082	MCAT_dep-rerank
NTCIR11-Math-1	1	1202.4368_1_12	62	0.016129032258064516	MCAT_dep-rerank
NTCIR11-Math-1	1	math0410562_1_48	63	0.015873015873015872	MCAT_dep-rerank
NTCIR11-Math-1	1	0710.4569_1_65	64	0.015625	MCAT_dep-rerank
NTCIR11-Math-1	1	math0201075_1_154	65	0.015384615384615385	MCAT_dep-rerank
NTCIR11-Math-1	1	math0409337_1_94	66	0.015151515151515152	MCAT_dep-rerank
NTCIR11-Math-1	1	0912.2847_1_168	67	0.014925373134328358	MCAT_dep-rerank
NTCIR11-Math-1	1	math0205314_1_74	68	0.014705882352941176	MCAT_dep-rerank
NTCIR11-Math-1	1	1105.3070_1_30	69	0.014492753623188406	MCAT_dep-rerank
NTCIR11-Math-1	1	1210.3431_1_12	70	0.014285714285714285	MCAT_dep-rerank
NTCIR11-Math-1	1	math0101010_1_39	71	0.014084507042253521	MCAT_dep-rerank
NTCIR11-Math-1	1	math9903083_1_26	72	0.013888888888888888	MCAT_dep-rerank
NTCIR11-Math-1	1	hep-th0002035_1_19	73	0.0136986301369863	MCAT_dep-rerank
NTCIR11-Math-1	1	math0601750_1_101	74	0.013513513513513514	MCAT_dep-rerank
NTCIR11-Math-1	1	math0601750_1_100	75	0.013333333333333334	MCAT_dep-rerank
NTCIR11-Math-1	1	0804.2558_1_65	76	0.013157894736842105	MCAT_dep-rerank
NTCIR11-Math-1	1	math0303042_1_45	77	0.012987012987012988	MCAT_dep-rerank
NTCIR11-Math-1	1	math0702110_1_37	78	0.01282051282051282	MCAT_dep-rerank
NTCIR11-Math-1	1	1005.4590_1_73	79	0.012658227848101266	MCAT_dep-rerank
NTCIR11-Math-1	1	math0401107_1_15	80	0.0125	MCAT_dep-rerank
NTCIR11-Math-1	1	0906.4560_1_103	81	0.012345679012345678	MCAT_dep-rerank
NTCIR11-Math-1	1	0906.4560_1_116	82	0.012195121951219513	MCAT_dep-rerank
NTCIR11-Math-1	1	math0312357_1_11	83	0.012048192771084338	MCAT_dep-rerank
NTCIR11-Math-1	1	math0510302_1_16	84	0.011904761904761904	MCAT_dep-rerank
NTCIR11-Math-1	1	math9910086_1_26	85	0.011764705882352941	MCAT_dep-rerank
NTCIR11-Math-1	1	math0510302_1_15	86	0.011627906976744186	MCAT_dep-rerank
NTCIR11-Math-1	1	1307.8227_1_96	87	0.011494252873563218	MCAT_dep-rerank
NTCIR11-Math-1	1	math9912013_1_50	88	0.011363636363636364	MCAT_dep-rerank
